cache_file,cache_dataset,graph_index,graph_hash,n_vertices,n_edges,lasserre_level,initial_solver_level_M,warm_start_mode,parameter_vector,sdp_solver_mode,sdp_scs_eps,sdp_scs_max_iters,sdp_seed,gp_rounding_seed,algorithm17_seed,algorithm17_num_seeds,algorithm17_seed_start,algorithm17_seeds_tried_json,algorithm17_candidate_energies_json,algorithm17_beta_mode,algorithm17_beta_star,algorithm17_beta_optimisation_time_seconds,sdp_objective_value,rounded_solution_energy,algorithm17_actual_energy,algorithm17_analytic_F_value,algorithm17_F_bound_applicable,algorithm17_lower_bound_energy,rounded_energy_over_sdp_objective,algorithm17_energy_over_sdp_objective,algorithm17_lower_bound_over_sdp_objective,warm_start_compute_time_seconds,cache_created_at,exact_comparison_normalisation_factor,rounded_solution_energy_normalized,algorithm17_actual_energy_normalized,algorithm17_lower_bound_energy_normalized,canonical_graph_hash,exact_result_match_status,exact_result_source,exact_optimal_energy,rounded_energy_over_exact_optimum,algorithm17_energy_over_exact_optimum,algorithm17_lower_bound_over_exact_optimum
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache/list_388_graphs_adjacency_list_hog_v04-12_regular__filehash_5b7f8d46/hog_idx000000_527d3402612a_seed42_L2_M2_betaanalytic_instance_amplified.npz,list_388_graphs_adjacency_list_hog_v04-12_regular__filehash_5b7f8d46,0,e6e6525e33199bca,7,21,2,2,amplified,"[1, 1, 1]",scs,1e-06,100000,42,42,43,1,43,[43],"[{""seed"": 43, ""actual_energy"": 11.589384908349995}]",analytic_instance,0.0,0.03575333021581173,15.749999998544668,11.589384908349999,11.589384908349995,11.989609697011964,False,,0.7358339625029131,0.7358339625029129,,292.62464451789856,2026-09-07 00:37:39,2,5.794692454174999,5.794692454174998,,dd5372c044a303066c966bbb78765550f87c6464e851207d07ac52f26ea58f19,matched,/home/i6408800/MasterThesis/QAOA/Code/optimal_results/optimal_results_misc.csv,7.500000000000012,0.7726256605566653,0.772625660556665,
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache/list_388_graphs_adjacency_list_hog_v04-12_regular__filehash_5b7f8d46/hog_idx000001_488e446e6a19_seed42_L2_M2_betaanalytic_instance_amplified.npz,list_388_graphs_adjacency_list_hog_v04-12_regular__filehash_5b7f8d46,1,da1a5d62d9ecc18f,4,6,2,2,amplified,"[1, 1, 1]",scs,1e-06,100000,42,42,43,1,43,[43],"[{""seed"": 43, ""actual_energy"": 3.9689664652535823}]",analytic_instance,0.0,0.01251661591231823,5.999997097891024,3.9689664652535814,3.9689664652535823,3.8586122309797135,False,,0.6614947308305629,0.6614947308305631,,3.6179070472717285,2026-09-06 20:34:28,2,1.9844832326267907,1.9844832326267912,,64789547bbb9a941459d7d5a9d315394d9d9f2850b199a16e615b3c3c86ca419,matched,/home/i6408800/MasterThesis/QAOA/Code/optimal_results/optimal_results_misc.csv,3.0,0.6614944108755969,0.661494410875597,
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache/list_388_graphs_adjacency_list_hog_v04-12_regular__filehash_5b7f8d46/hog_idx000002_a9ba2966dd1c_seed42_L2_M2_betaanalytic_instance_amplified.npz,list_388_graphs_adjacency_list_hog_v04-12_regular__filehash_5b7f8d46,2,f793499c6d3605b3,6,9,2,2,amplified,"[1, 1, 1]",scs,1e-06,100000,42,42,43,1,43,[43],"[{""seed"": 43, ""actual_energy"": 6.361832139840571}]",analytic_instance,0.39675331047263923,0.022415626794099808,12.000000147928356,6.015859378354575,6.361832139840571,6.9938329957827685,True,6.9938329957827685,0.5013216086829078,0.5301526717846632,0.5828194091306043,85.72705054283142,2026-09-07 00:34:12,2,3.0079296891772875,3.1809160699202854,3.4969164978913843,08d3f73c9bb85e738fdeb35ef3ff83284b6cb907fb916a10893f334e560d8b70,matched,/home/i6408800/MasterThesis/QAOA/Code/optimal_results/optimal_results_misc.csv,5.999999999999998,0.5013216148628814,0.5301526783200478,0.5828194163152309
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache/list_388_graphs_adjacency_list_hog_v04-12_regular__filehash_5b7f8d46/hog_idx000003_9c801e3c44f5_seed42_L2_M2_betaanalytic_instance_amplified.npz,list_388_graphs_adjacency_list_hog_v04-12_regular__filehash_5b7f8d46,3,11c21d6a74da800a,10,35,2,2,amplified,"[1, 1, 1]",scs,1e-06,100000,42,42,43,1,43,[43],"[{""seed"": 43, ""actual_energy"": 19.501371160433763}]",analytic_instance,0.0,0.05144602805376053,30.0000056424954,19.501371160433752,19.501371160433763,21.136716034958432,False,,0.6500455830851514,0.6500455830851517,,6659.684854030609,2026-09-07 03:39:15,2,9.750685580216876,9.750685580216881,,8872c9d0ec3328bd682bfc3fe8f5a66175a6e14864a28ffd62211134f8de5bf2,matched,/home/i6408800/MasterThesis/QAOA/Code/optimal_results/optimal_results_misc.csv,15.000000000000073,0.6500457053477886,0.6500457053477889,
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache/list_388_graphs_adjacency_list_hog_v04-12_regular__filehash_5b7f8d46/hog_idx000004_1f04d113c63b_seed42_L2_M2_betaanalytic_instance_amplified.npz,list_388_graphs_adjacency_list_hog_v04-12_regular__filehash_5b7f8d46,4,2f36d1de105b75a4,10,40,2,2,amplified,"[1, 1, 1]",scs,1e-06,100000,42,42,43,1,43,[43],"[{""seed"": 43, ""actual_energy"": 22.29681551138618}]",analytic_instance,0.0,0.055327145382761955,29.99999970999154,22.296815511386175,22.29681551138618,22.837351722091377,False,,0.7432271908976117,0.7432271908976118,,7001.63853263855,2026-09-06 22:31:09,2,11.148407755693087,11.14840775569309,,719e2765b5b812dd151a14a25e81f880d693442c65d64405516f9ffc1bbb6c45,matched,/home/i6408800/MasterThesis/QAOA/Code/optimal_results/optimal_results_misc.csv,15.00000000000002,0.7432271837128716,0.7432271837128717,
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache/list_388_graphs_adjacency_list_hog_v04-12_regular__filehash_5b7f8d46/hog_idx000005_26e838c55cf9_seed42_L2_M2_betaanalytic_instance_amplified.npz,list_388_graphs_adjacency_list_hog_v04-12_regular__filehash_5b7f8d46,5,c6add34e0bb188ee,10,45,2,2,amplified,"[1, 1, 1]",scs,1e-06,100000,42,42,43,1,43,[43],"[{""seed"": 43, ""actual_energy"": 24.76166478255329}]",analytic_instance,0.0,0.0629383735358715,29.999999997262744,24.761664782553286,24.76166478255329,24.624696197589795,False,,0.8253888261604195,0.8253888261604196,,6735.605010032654,2026-09-07 02:25:02,2,12.380832391276643,12.380832391276645,,afc37fcd12fede929e44c1e13b9d410d0a34e2381c8a82ddf10df444811c619f,matched,/home/i6408800/MasterThesis/QAOA/Code/optimal_results/optimal_results_misc.csv,15.000000000000004,0.8253888260851093,0.8253888260851094,
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache/list_388_graphs_adjacency_list_hog_v04-12_regular__filehash_5b7f8d46/hog_idx000006_85de366a5abf_seed42_L2_M2_betaanalytic_instance_amplified.npz,list_388_graphs_adjacency_list_hog_v04-12_regular__filehash_5b7f8d46,6,2beae46fa75133b6,8,16,2,2,amplified,"[1, 1, 1]",scs,1e-06,100000,42,42,43,1,43,[43],"[{""seed"": 43, ""actual_energy"": 10.545358893664753}]",analytic_instance,0.06136233507796951,0.033057188615202904,16.306861853584376,10.447098391424598,10.545358893664753,10.461092138198891,False,,0.6406565828070865,0.6466822978172714,,1092.279884338379,2026-09-06 20:52:45,2,5.223549195712299,5.2726794468323765,,37bd2e1c6658487d265f2ce41b3d8f41a6bc899748accaa8407d5bb0f65bc478,matched,/home/i6408800/MasterThesis/QAOA/Code/optimal_results/optimal_results_misc.csv,8.128419063844587,0.6426279396625572,0.6486721963297128,
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache/list_388_graphs_adjacency_list_hog_v04-12_regular__filehash_5b7f8d46/hog_idx000007_0c2d73ea6e39_seed42_L2_M2_betaanalytic_instance_amplified.npz,list_388_graphs_adjacency_list_hog_v04-12_regular__filehash_5b7f8d46,7,1234e1741fbbd5af,8,24,2,2,amplified,"[1, 1, 1]",scs,1e-06,100000,42,42,43,1,43,[43],"[{""seed"": 43, ""actual_energy"": 14.810838898025029}]",analytic_instance,0.0,0.039582058787345886,19.999993932254085,14.810838898025038,14.810838898025029,14.27489478546781,False,,0.7405421695723381,0.7405421695723376,,1095.597663640976,2026-09-07 00:51:02,2,7.405419449012519,7.4054194490125145,,d02c5a99f8d1f1fb7923d172be7d24441f649572a3a9cc28b49729bdfb0d2114,matched,/home/i6408800/MasterThesis/QAOA/Code/optimal_results/optimal_results_misc.csv,9.999999999999988,0.7405419449012528,0.7405419449012524,
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache/list_388_graphs_adjacency_list_hog_v04-12_regular__filehash_5b7f8d46/hog_idx000008_e45aa177ddd9_seed42_L2_M2_betaanalytic_instance_amplified.npz,list_388_graphs_adjacency_list_hog_v04-12_regular__filehash_5b7f8d46,8,3206ab540829524f,8,28,2,2,amplified,"[1, 1, 1]",scs,1e-06,100000,42,42,43,1,43,[43],"[{""seed"": 43, ""actual_energy"": 15.764700034182404}]",analytic_instance,0.0,0.04387345910072327,19.999999982299197,15.764700034182402,15.764700034182404,15.701140262814183,False,,0.7882350024067397,0.7882350024067398,,1057.9855828285217,2026-09-07 02:49:08,2,7.882350017091201,7.882350017091202,,5456e348c83f26f7e763271078bea2f1cf229753e3b5fcc0b98a291f0b960faa,matched,/home/i6408800/MasterThesis/QAOA/Code/optimal_results/optimal_results_misc.csv,10.000000000000027,0.788235001709118,0.7882350017091181,
/home/i6408800/MasterThesis/QAOA/Results/warm_start_cache/list_388_graphs_adjacency_list_hog_v04-12_regular__filehash_5b7f8d46/hog_idx000009_99b0689f9ca0_seed42_L2_M2_betaanalytic_instance_amplified.npz,list_388_graphs_adjacency_list_hog_v04-12_regular__filehash_5b7f8d46,9,7e9a0cbcb8085bca,6,12,2,2,amplified,"[1, 1, 1]",scs,1e-06,100000,42,42,43,1,43,[43],"[{""seed"": 43, ""actual_energy"": 7.826597199933912}]",analytic_instance,0.0,0.025783168151974678,11.999999468019876,7.826597199933912,7.826597199933912,7.717226008710514,False,,0.6522164622416755,0.6522164622416755,,94.13108897209167,2026-09-07 03:21:44,2,3.913298599966956,3.913298599966956,,fafb812d422031b1ff77fced8d3baed773c31e3e29930edbb7856a11db20d6b5,matched,/home/i6408800/MasterThesis/QAOA/Code/optimal_results/optimal_results_misc.csv,5.9999999999999885,0.6522164333278272,0.6522164333278272,
